40
 5 15  5 12  7 15 12 15  7  6  9  5 11 13  5 11  5  8  9  5  8 13  8  8  6 13 11 10  6 11 10  7  7 11  5 14  5 10 15  7 

 0  8  0  0  6 20  0  0  0  0  0 15  0  0 16 18  0 13  7 20  0 12 12  0  0 10  5  0 17  3  0  0  0  0  0 18  0 15  0  0 
 8  0  4  9  0  0 18 21  6  5 11  0  5 11  0  0  5  0  0  0  6  0  0 19 21  0  0  8  0  0 20 10 10 20 13  0 21  0 15 16 
 0  4  0  0 18 10  0  0  0  0  0 21  0  0  5 11  0 14 17 18  0 16 16  0  0  3  8  0 12 12  0  0  0  0  0 13  0  5  0  0 
 0  9  0  0 19 16  0  0  0  0  0  4  0  0  5  8  0 15 12 17  0  3  5  0  0 18 19  0 19  3  0  0  0  0  0 11  0  6  0  0 
 6  0 18 19  0  0 16 15 12  9 10  0 14 19  0  0 16  0  0  0  8  0  0  4 11  0  0 21  0  0 11  9 19  4  6  0  7  0 19 12 
20  0 10 16  0  0 10 12  3 12  5  0 20 21  0  0 12  0  0  0  8  0  0 16  4  0  0  8  0  0  5 10  8  6  9  0  8  0 20 10 
 0 18  0  0 16 10  0  0  0  0  0  8  0  0 16  5  0  4 14  4  0  4  4  0  0 17 15  0  8  5  0  0  0  0  0 18  0  5  0  0 
 0 21  0  0 15 12  0  0  0  0  0  8  0  0  6 15  0 11 16  8  0  9  8  0  0  8 10  0 15 20  0  0  0  0  0  7  0 11  0  0 
 0  6  0  0 12  3  0  0  0  0  0  8  0  0  9 13  0 20 11 21  0 20 15  0  0  6 11  0  5 20  0  0  0  0  0  8  0  5  0  0 
 0  5  0  0  9 12  0  0  0  0  0 14  0  0 10  9  0  5  8  9  0 15 14  0  0 21 20  0 20  8  0  0  0  0  0 15  0 10  0  0 
 0 11  0  0 10  5  0  0  0  0  0 20  0  0 18  8  0 13 11  6  0 18 10  0  0  9 17  0 13 13  0  0  0  0  0  6  0  8  0  0 
15  0 21  4  0  0  8  8  8 14 20  0 11  3  0  0 11  0  0  0  4  0  0 16 12  0  0  9  0  0  5  9 16 19 18  0 15  0 12 18 
 0  5  0  0 14 20  0  0  0  0  0 11  0  0 10  6  0  6 18 10  0 12 19  0  0  7 21  0 16 13  0  0  0  0  0 20  0 11  0  0 
 0 11  0  0 19 21  0  0  0  0  0  3  0  0  9 13  0 10  3 12  0 14  3  0  0  3 18  0 11 15  0  0  0  0  0 18  0 21  0  0 
16  0  5  5  0  0 16  6  9 10 18  0 10  9  0  0 20  0  0  0  3  0  0 14 12  0  0  4  0  0 17 10 10  4  3  0  9  0 12 21 
18  0 11  8  0  0  5 15 13  9  8  0  6 13  0  0 11  0  0  0  9  0  0  8  3  0  0  5  0  0 21 20  6  9  3  0 11  0  6 10 
 0  5  0  0 16 12  0  0  0  0  0 11  0  0 20 11  0  6  5  8  0 10 20  0  0 15  7  0  9  8  0  0  0  0  0 19  0  9  0  0 
13  0 14 15  0  0  4 11 20  5 13  0  6 10  0  0  6  0  0  0  4  0  0 20  3  0  0  3  0  0 20  5 12  4  6  0 20  0 16  3 
 7  0 17 12  0  0 14 16 11  8 11  0 18  3  0  0  5  0  0  0 20  0  0 14  9  0  0 15  0  0 11 13 12 10 18  0 21  0 20 17 
20  0 18 17  0  0  4  8 21  9  6  0 10 12  0  0  8  0  0  0  7  0  0 17  8  0  0  3  0  0  6  6 18  7 12  0 15  0  3 17 
 0  6  0  0  8  8  0  0  0  0  0  4  0  0  3  9  0  4 20  7  0 12  5  0  0 17  4  0 11  8  0  0  0  0  0  9  0 10  0  0 
12  0 16  3  0  0  4  9 20 15 18  0 12 14  0  0 10  0  0  0 12  0  0 15  3  0  0  9  0  0 13 15 17  8 17  0  7  0  3  4 
12  0 16  5  0  0  4  8 15 14 10  0 19  3  0  0 20  0  0  0  5  0  0 14 10  0  0  4  0  0  8  4  3 11 12  0 18  0 16  5 
 0 19  0  0  4 16  0  0  0  0  0 16  0  0 14  8  0 20 14 17  0 15 14  0  0 11  6  0 20 16  0  0  0  0  0 20  0 16  0  0 
 0 21  0  0 11  4  0  0  0  0  0 12  0  0 12  3  0  3  9  8  0  3 10  0  0  9 17  0 12 10  0  0  0  0  0 21  0 11  0  0 
10  0  3 18  0  0 17  8  6 21  9  0  7  3  0  0 15  0  0  0 17  0  0 11  9  0  0 10  0  0 19 11  7 19  9  0  5  0  4  4 
 5  0  8 19  0  0 15 10 11 20 17  0 21 18  0  0  7  0  0  0  4  0  0  6 17  0  0  9  0  0  9  5  7 12 21  0  3  0 11 11 
 0  8  0  0 21  8  0  0  0  0  0  9  0  0  4  5  0  3 15  3  0  9  4  0  0 10  9  0 10  5  0  0  0  0  0 20  0 18  0  0 
17  0 12 19  0  0  8 15  5 20 13  0 16 11  0  0  9  0  0  0 11  0  0 20 12  0  0 10  0  0 20  4  7  7 16  0 12  0  9 21 
 3  0 12  3  0  0  5 20 20  8 13  0 13 15  0  0  8  0  0  0  8  0  0 16 10  0  0  5  0  0 16  8  9  9  9  0 17  0  6  4 
 0 20  0  0 11  5  0  0  0  0  0  5  0  0 17 21  0 20 11  6  0 13  8  0  0 19  9  0 20 16  0  0  0  0  0  8  0 12  0  0 
 0 10  0  0  9 10  0  0  0  0  0  9  0  0 10 20  0  5 13  6  0 15  4  0  0 11  5  0  4  8  0  0  0  0  0 21  0  9  0  0 
 0 10  0  0 19  8  0  0  0  0  0 16  0  0 10  6  0 12 12 18  0 17  3  0  0  7  7  0  7  9  0  0  0  0  0  8  0 14  0  0 
 0 20  0  0  4  6  0  0  0  0  0 19  0  0  4  9  0  4 10  7  0  8 11  0  0 19 12  0  7  9  0  0  0  0  0 16  0 15  0  0 
 0 13  0  0  6  9  0  0  0  0  0 18  0  0  3  3  0  6 18 12  0 17 12  0  0  9 21  0 16  9  0  0  0  0  0 19  0  6  0  0 
18  0 13 11  0  0 18  7  8 15  6  0 20 18  0  0 19  0  0  0  9  0  0 20 21  0  0 20  0  0  8 21  8 16 19  0 19  0 12 12 
 0 21  0  0  7  8  0  0  0  0  0 15  0  0  9 11  0 20 21 15  0  7 18  0  0  5  3  0 12 17  0  0  0  0  0 19  0 21  0  0 
15  0  5  6  0  0  5 11  5 10  8  0 11 21  0  0  9  0  0  0 10  0  0 16 11  0  0 18  0  0 12  9 14 15  6  0 21  0 19 21 
 0 15  0  0 19 20  0  0  0  0  0 12  0  0 12  6  0 16 20  3  0  3 16  0  0  4 11  0  9  6  0  0  0  0  0 12  0 19  0  0 
 0 16  0  0 12 10  0  0  0  0  0 18  0  0 21 10  0  3 17 17  0  4  5  0  0  4 11  0 21  4  0  0  0  0  0 12  0 21  0  0 


--------Matrix in Edge Format:-------------------


40
391
1	2
1	5
1	6
1	12
1	15
1	16
1	18
1	19
1	20
1	22
1	23
1	26
1	27
1	29
1	30
1	36
1	38
2	3
2	4
2	7
2	8
2	9
2	10
2	11
2	13
2	14
2	17
2	21
2	24
2	25
2	28
2	31
2	32
2	33
2	34
2	35
2	37
2	39
2	40
3	5
3	6
3	12
3	15
3	16
3	18
3	19
3	20
3	22
3	23
3	26
3	27
3	29
3	30
3	36
3	38
4	5
4	6
4	12
4	15
4	16
4	18
4	19
4	20
4	22
4	23
4	26
4	27
4	29
4	30
4	36
4	38
5	7
5	8
5	9
5	10
5	11
5	13
5	14
5	17
5	21
5	24
5	25
5	28
5	31
5	32
5	33
5	34
5	35
5	37
5	39
5	40
6	7
6	8
6	9
6	10
6	11
6	13
6	14
6	17
6	21
6	24
6	25
6	28
6	31
6	32
6	33
6	34
6	35
6	37
6	39
6	40
7	12
7	15
7	16
7	18
7	19
7	20
7	22
7	23
7	26
7	27
7	29
7	30
7	36
7	38
8	12
8	15
8	16
8	18
8	19
8	20
8	22
8	23
8	26
8	27
8	29
8	30
8	36
8	38
9	12
9	15
9	16
9	18
9	19
9	20
9	22
9	23
9	26
9	27
9	29
9	30
9	36
9	38
10	12
10	15
10	16
10	18
10	19
10	20
10	22
10	23
10	26
10	27
10	29
10	30
10	36
10	38
11	12
11	15
11	16
11	18
11	19
11	20
11	22
11	23
11	26
11	27
11	29
11	30
11	36
11	38
12	13
12	14
12	17
12	21
12	24
12	25
12	28
12	31
12	32
12	33
12	34
12	35
12	37
12	39
12	40
13	15
13	16
13	18
13	19
13	20
13	22
13	23
13	26
13	27
13	29
13	30
13	36
13	38
14	15
14	16
14	18
14	19
14	20
14	22
14	23
14	26
14	27
14	29
14	30
14	36
14	38
15	17
15	21
15	24
15	25
15	28
15	31
15	32
15	33
15	34
15	35
15	37
15	39
15	40
16	17
16	21
16	24
16	25
16	28
16	31
16	32
16	33
16	34
16	35
16	37
16	39
16	40
17	18
17	19
17	20
17	22
17	23
17	26
17	27
17	29
17	30
17	36
17	38
18	21
18	24
18	25
18	28
18	31
18	32
18	33
18	34
18	35
18	37
18	39
18	40
19	21
19	24
19	25
19	28
19	31
19	32
19	33
19	34
19	35
19	37
19	39
19	40
20	21
20	24
20	25
20	28
20	31
20	32
20	33
20	34
20	35
20	37
20	39
20	40
21	22
21	23
21	26
21	27
21	29
21	30
21	36
21	38
22	24
22	25
22	28
22	31
22	32
22	33
22	34
22	35
22	37
22	39
22	40
23	24
23	25
23	28
23	31
23	32
23	33
23	34
23	35
23	37
23	39
23	40
24	26
24	27
24	29
24	30
24	36
24	38
25	26
25	27
25	29
25	30
25	36
25	38
26	28
26	31
26	32
26	33
26	34
26	35
26	37
26	39
26	40
27	28
27	31
27	32
27	33
27	34
27	35
27	37
27	39
27	40
28	29
28	30
28	36
28	38
29	31
29	32
29	33
29	34
29	35
29	37
29	39
29	40
30	31
30	32
30	33
30	34
30	35
30	37
30	39
30	40
31	36
31	38
32	36
32	38
33	36
33	38
34	36
34	38
35	36
35	38
36	37
36	39
36	40
37	38
38	39
38	40
